incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0001371,2023,7,Saturday,Spring,Late Night (2am-6am),France,,10,Fraud,4.6,1,Female,26-35,1,0,358.21,Firearm,Arrested,Closed - Unsolved,Police Station,18.8,2,27,Unknown,Unknown,No,Partial Coverage,Poorly Lit,0,81.2,No
CRM0001372,2024,5,Friday,Summer,Late Night (2am-6am),USA,Urban,941,Theft,8.5,2,Male,46-55,1,0,1048.75,Knife,Unknown,Open - Cold Case,Emergency Call,22.8,5,21,Unknown,No,No,Full Coverage,Partially Lit,4,44.2,No
CRM0001373,2024,2,Tuesday,Spring,Night (10pm-2am),France,Urban,2359,Fraud,7.3,4,Male,46-55,4,0,1706.73,Knife,Convicted,Open - Cold Case,Police Station,24.8,4,600,No,No,No,Partial Coverage,Well Lit,5,62.2,No
CRM0001374,2025,3,Saturday,Spring,Morning (6am-12pm),USA,Urban,2207,Fraud,2.4,1,Male,18-25,0,0,15.64,Firearm,Under Investigation,Open - Active,Police Station,52.0,1,11,No,No,No,No Coverage,Well Lit,5,59.6,No
CRM0001375,2025,3,Tuesday,Summer,Evening (6pm-10pm),Nigeria,Remote,22,Drug Offense,3.6,1,Male,36-45,0,0,1181.92,Knife,At Large,Open - Active,Emergency Call,43.8,1,164,No,No,Yes,No Coverage,No Lighting,3,49.5,No
CRM0001376,2025,5,Saturday,Spring,Morning (6am-12pm),Egypt,Remote,22,Domestic Violence,4.2,2,Male,Under 18,0,0,2106.82,Knife,Under Investigation,Closed - Solved,Police Station,6.1,10,205,No,Yes,Unknown,Full Coverage,Poorly Lit,2,82.1,Yes
CRM0001377,2024,9,Tuesday,Winter,Evening (6pm-10pm),Germany,,449,Extortion,4.1,2,Male,46-55,0,0,125.59,,Acquitted,Open - Active,Emergency Call,58.4,1,10,Yes,No,No,No Coverage,Partially Lit,3,42.2,No
CRM0001378,2024,10,Tuesday,Summer,Morning (6am-12pm),Germany,Urban,978,Theft,2.0,1,Female,26-35,0,0,31.08,Chemical,Acquitted,Open - Active,Emergency Call,43.4,3,25,No,No,No,Partial Coverage,Partially Lit,0,61.9,No
CRM0001379,2023,2,Saturday,Winter,Evening (6pm-10pm),Pakistan,Rural,132,Robbery,5.8,1,Female,26-35,1,0,342.41,Unknown,At Large,Closed - Unsolved,Emergency Call,9.9,5,15,No,No,No,Full Coverage,Partially Lit,1,69.0,No
CRM0001380,2021,12,Saturday,Autumn,Night (10pm-2am),Brazil,Suburban,397,Assault,7.0,1,Male,Under 18,1,0,2593.71,Unknown,Unknown,Open - Cold Case,Police Station,26.1,5,21,Yes,Yes,Yes,Full Coverage,Poorly Lit,0,65.5,No
CRM0001381,2022,12,Wednesday,Autumn,Night (10pm-2am),India,Suburban,668,Cybercrime,8.3,1,Male,56-65,2,2,1497.83,Firearm,Under Investigation,Open - Active,Online Portal,23.2,3,15,No,Yes,Yes,Partial Coverage,Partially Lit,2,30.0,No
CRM0001382,2022,12,Tuesday,Winter,Late Night (2am-6am),South Africa,Suburban,488,Drug Offense,3.1,1,Male,36-45,0,0,73.06,,Arrested,Closed - Unsolved,Police Station,26.4,1,10,No,,No,Partial Coverage,Poorly Lit,5,80.1,No
CRM0001383,2023,11,Friday,Winter,Morning (6am-12pm),Germany,Remote,31,Fraud,9.8,4,Male,26-35,4,2,16324.53,,Unknown,Closed - Unsolved,Online Portal,28.1,2,14,Unknown,No,No,Partial Coverage,Partially Lit,1,30.8,No
CRM0001384,2025,4,Wednesday,Spring,Morning (6am-12pm),Australia,Urban,3672,Domestic Violence,4.1,1,Male,26-35,0,0,53.72,,Convicted,Open - Active,Community Report,31.4,1,15,Unknown,No,Unknown,Partial Coverage,Poorly Lit,5,58.2,No
CRM0001385,2023,6,Saturday,Spring,Late Night (2am-6am),India,Rural,118,Robbery,7.6,2,Female,36-45,3,0,859.26,Firearm,Arrested,Open - Active,Emergency Call,13.2,5,225,No,Yes,Unknown,Partial Coverage,No Lighting,1,46.8,No
CRM0001386,2021,12,Sunday,Autumn,Evening (6pm-10pm),Mexico,Urban,830,Cybercrime,8.2,4,Unknown,36-45,0,0,3022.05,Knife,Arrested,Closed - Unsolved,Police Station,61.3,4,127,No,Yes,Unknown,No Coverage,Partially Lit,1,30.3,No
CRM0001387,2024,3,Saturday,Autumn,Morning (6am-12pm),UK,Urban,2051,Cybercrime,7.3,1,Female,26-35,0,0,554.82,Firearm,At Large,Open - Active,Police Station,131.0,1,77,Yes,No,Yes,No Coverage,Partially Lit,5,20.6,No
CRM0001388,2024,1,Thursday,Summer,Evening (6pm-10pm),Egypt,Suburban,299,Theft,7.7,2,Male,36-45,0,0,59.14,Knife,At Large,Open - Active,Emergency Call,8.2,5,30,Yes,No,No,Full Coverage,Poorly Lit,1,74.5,No
CRM0001389,2023,3,Tuesday,Summer,Evening (6pm-10pm),Canada,Urban,1892,Arson,3.7,1,Male,56-65,0,0,21.75,Knife,Unknown,Open - Cold Case,Emergency Call,47.9,1,2,Unknown,No,No,No Coverage,Well Lit,3,49.5,No
CRM0001390,2024,2,Saturday,Winter,Night (10pm-2am),Pakistan,Urban,4137,Theft,7.5,2,Male,18-25,3,1,129.22,Unknown,At Large,Open - Active,Police Station,83.8,2,16,Yes,No,Unknown,No Coverage,Partially Lit,6,22.6,No
CRM0001391,2025,12,Saturday,Summer,Morning (6am-12pm),Pakistan,Suburban,224,Assault,5.9,1,Male,46-55,0,0,238.74,Knife,At Large,Open - Active,Police Station,12.4,8,13,No,Yes,No,Full Coverage,Partially Lit,1,83.3,No
CRM0001392,2023,12,Friday,Winter,Evening (6pm-10pm),France,,1292,Drug Offense,1.5,1,Female,36-45,0,0,48.77,Knife,Arrested,Open - Active,Anonymous Tip,66.7,2,14,No,No,No,No Coverage,Well Lit,4,68.5,No
CRM0001393,2022,4,Friday,Autumn,Evening (6pm-10pm),Pakistan,Urban,1272,Cybercrime,9.5,4,Female,26-35,8,1,22682.74,,Convicted,Pending Trial,Community Report,56.7,2,59,Yes,No,Unknown,No Coverage,Well Lit,2,22.6,Yes
CRM0001394,2025,1,Thursday,Winter,Night (10pm-2am),Mexico,Urban,1510,Robbery,7.6,1,Male,46-55,2,0,260.27,,Convicted,Closed - Unsolved,Online Portal,29.0,3,33,No,Unknown,No,No Coverage,Poorly Lit,2,32.1,No
CRM0001395,2025,11,Tuesday,Spring,Night (10pm-2am),South Africa,Suburban,609,Theft,9.6,4,Female,26-35,4,0,38451.31,Firearm,Unknown,Open - Cold Case,Community Report,21.7,6,288,No,No,No,Full Coverage,Poorly Lit,2,49.2,No
CRM0001396,2022,4,Sunday,Spring,Afternoon (12pm-6pm),India,Suburban,259,Drug Offense,6.1,1,Male,46-55,0,0,25.02,,Under Investigation,Closed - Unsolved,Emergency Call,29.9,3,28,Yes,Unknown,No,No Coverage,Well Lit,4,64.2,No
CRM0001397,2025,8,Saturday,Summer,Late Night (2am-6am),USA,Suburban,301,Assault,8.2,3,Female,26-35,3,1,7601.22,,Arrested,Open - Cold Case,Emergency Call,40.5,4,75,Yes,No,Yes,Partial Coverage,Poorly Lit,4,32.3,No
CRM0001398,2023,3,Tuesday,Spring,Late Night (2am-6am),UK,Urban,1872,Domestic Violence,9.6,1,Female,26-35,4,2,1215.98,,Arrested,Closed - Unsolved,Emergency Call,176.2,3,50,No,No,Unknown,No Coverage,Well Lit,6,18.5,No
CRM0001399,2023,8,Sunday,Summer,Afternoon (12pm-6pm),Turkey,Urban,1090,Fraud,8.2,3,Female,26-35,4,2,1191.44,,Acquitted,Open - Active,Emergency Call,46.0,4,22,Yes,No,Unknown,Partial Coverage,Poorly Lit,3,51.7,No
CRM0001400,2025,2,Wednesday,Summer,Evening (6pm-10pm),Nigeria,Suburban,338,Drug Offense,5.6,2,Female,65+,0,0,429.7,,Arrested,Open - Cold Case,Online Portal,44.5,3,6,No,No,No,Partial Coverage,Well Lit,2,36.4,No
CRM0001401,2024,8,Monday,Winter,Evening (6pm-10pm),India,Remote,29,Robbery,4.2,1,Male,18-25,0,0,81.2,,Arrested,Closed - Solved,Police Station,16.8,3,8,Yes,No,No,Partial Coverage,Poorly Lit,1,78.2,Yes
CRM0001402,2024,6,Wednesday,Spring,Night (10pm-2am),France,Suburban,519,Extortion,5.3,1,Female,46-55,0,0,176.77,,Arrested,Pending Trial,Police Station,16.3,5,47,Yes,No,No,Full Coverage,Partially Lit,3,77.7,Yes
CRM0001403,2022,5,Friday,Spring,Evening (6pm-10pm),France,,1440,Drug Offense,1.5,1,Male,26-35,0,0,20.92,,At Large,Open - Active,Police Station,28.6,3,4,Unknown,Unknown,Yes,Partial Coverage,Partially Lit,6,66.1,No
CRM0001404,2023,8,Saturday,Winter,Evening (6pm-10pm),Turkey,,1274,Burglary,2.3,1,Female,18-25,0,0,28.34,,At Large,Open - Active,Online Portal,137.2,2,32,Yes,No,No,No Coverage,No Lighting,3,37.2,No
CRM0001405,2022,10,Sunday,Autumn,Evening (6pm-10pm),Germany,Urban,2030,Extortion,8.7,1,Female,26-35,0,0,104.51,Firearm,Arrested,Open - Active,Police Station,32.7,1,38,No,No,No,No Coverage,Well Lit,1,28.7,No
CRM0001406,2023,6,Tuesday,Autumn,Night (10pm-2am),Indonesia,Suburban,505,Assault,4.5,1,Male,56-65,0,0,125.07,Vehicle,At Large,Closed - Unsolved,Emergency Call,71.5,2,16,Yes,No,No,No Coverage,Well Lit,4,57.2,No
CRM0001407,2021,6,Friday,Autumn,Evening (6pm-10pm),Brazil,Suburban,277,Drug Offense,6.2,1,Male,36-45,0,0,105.82,,Unknown,Open - Cold Case,Emergency Call,21.2,4,46,No,No,No,Partial Coverage,Well Lit,0,61.4,No
CRM0001408,2024,6,Sunday,Autumn,Late Night (2am-6am),Germany,Urban,822,Theft,4.3,2,Male,36-45,0,0,235.39,Blunt Object,At Large,Closed - Unsolved,Police Station,57.4,3,37,No,No,No,Partial Coverage,Poorly Lit,3,50.0,No
CRM0001409,2024,1,Sunday,Spring,Evening (6pm-10pm),Australia,Urban,5348,Domestic Violence,8.5,3,Male,26-35,3,0,8372.73,Blunt Object,At Large,Closed - Unsolved,Community Report,17.3,4,134,Unknown,No,Yes,Full Coverage,No Lighting,2,27.2,No
CRM0001410,2021,5,Friday,Summer,Evening (6pm-10pm),Nigeria,Suburban,367,Kidnapping,7.8,3,Male,26-35,4,1,1444.06,Knife,Under Investigation,Open - Cold Case,Emergency Call,33.3,2,212,No,No,No,No Coverage,Well Lit,2,34.1,No
CRM0001411,2024,4,Monday,Summer,Afternoon (12pm-6pm),Egypt,Urban,2325,Extortion,5.9,1,Male,18-25,0,0,43.41,Blunt Object,Under Investigation,Closed - Unsolved,Online Portal,47.5,1,27,No,No,No,No Coverage,Partially Lit,4,29.3,No
CRM0001412,2023,1,Thursday,Autumn,Night (10pm-2am),Germany,Rural,80,Theft,8.4,2,Male,Under 18,0,0,1431.72,Knife,Arrested,Open - Cold Case,Police Station,9.9,4,117,No,Yes,Yes,Full Coverage,Partially Lit,1,40.7,No
CRM0001413,2025,12,Thursday,,Morning (6am-12pm),Brazil,,2675,Kidnapping,2.9,2,Male,18-25,0,0,7.93,Firearm,Arrested,Open - Active,Online Portal,74.0,2,15,No,No,No,No Coverage,Well Lit,6,41.7,No
CRM0001414,2024,8,Wednesday,Summer,Night (10pm-2am),Egypt,Rural,113,Cybercrime,5.4,1,Female,18-25,0,0,178.76,Knife,Convicted,Closed - Unsolved,Police Station,118.2,1,21,No,No,No,No Coverage,Poorly Lit,1,38.8,No
CRM0001415,2023,10,Thursday,Winter,Evening (6pm-10pm),Brazil,Suburban,183,Cybercrime,8.3,2,Male,36-45,2,1,231.77,,Arrested,Closed - Unsolved,Emergency Call,37.6,4,18,Yes,No,Unknown,No Coverage,Partially Lit,2,39.6,No
CRM0001416,2024,6,Tuesday,Spring,Evening (6pm-10pm),Turkey,Rural,59,Sexual Assault,4.7,1,Female,56-65,0,0,611.34,,At Large,Closed - Unsolved,Police Station,16.8,3,29,Unknown,Yes,Unknown,Partial Coverage,Well Lit,1,71.0,No
CRM0001417,2023,3,Monday,Autumn,Afternoon (12pm-6pm),Nigeria,Urban,1942,Assault,2.3,1,Female,18-25,0,0,260.39,,Arrested,Closed - Unsolved,Police Station,51.7,1,118,No,No,No,No Coverage,Well Lit,5,32.3,No
CRM0001418,2021,12,Friday,Winter,Night (10pm-2am),UK,Urban,1426,Assault,4.5,1,Male,26-35,0,0,8.9,,Arrested,Closed - Unsolved,Emergency Call,61.6,2,27,Unknown,No,No,No Coverage,Poorly Lit,3,39.3,No
CRM0001419,2021,4,Sunday,Winter,Night (10pm-2am),South Africa,Rural,112,Burglary,5.5,3,Male,36-45,0,0,315.03,,Convicted,Pending Trial,Online Portal,12.6,3,225,No,No,No,Full Coverage,Partially Lit,2,71.8,Yes
CRM0001420,2022,11,Sunday,Spring,Evening (6pm-10pm),Australia,Rural,95,Drug Offense,7.8,4,Female,Under 18,4,0,3228.13,,Under Investigation,Open - Active,Emergency Call,49.3,3,77,No,No,Unknown,No Coverage,Partially Lit,1,28.5,No
CRM0001421,2025,9,Tuesday,Summer,Afternoon (12pm-6pm),South Africa,Suburban,197,Burglary,6.0,1,Male,46-55,0,0,179.22,,Under Investigation,Closed - Solved,Police Station,22.9,2,6,No,No,No,Partial Coverage,Partially Lit,1,72.1,Yes
CRM0001422,2025,9,Thursday,Summer,Evening (6pm-10pm),Egypt,Rural,54,Assault,7.8,2,Female,46-55,0,1,220.3,Unknown,Convicted,Closed - Unsolved,Emergency Call,16.2,4,24,No,,No,Partial Coverage,Partially Lit,1,68.0,No
CRM0001423,2022,1,Monday,Winter,Afternoon (12pm-6pm),USA,Rural,56,Robbery,3.6,1,Unknown,46-55,0,0,56.58,Chemical,At Large,Closed - Unsolved,Emergency Call,11.2,1,30,No,,No,Partial Coverage,Poorly Lit,0,61.8,No
CRM0001424,2023,1,Monday,Autumn,Night (10pm-2am),Germany,Rural,65,Burglary,3.6,1,Female,26-35,0,0,78.31,Firearm,At Large,Closed - Unsolved,Police Station,4.0,5,13,No,Yes,Unknown,Full Coverage,Partially Lit,0,89.3,No
CRM0001425,2024,3,Thursday,Autumn,Evening (6pm-10pm),France,Urban,1792,Theft,2.8,1,Male,65+,0,0,35.05,Vehicle,At Large,Open - Cold Case,Emergency Call,60.3,1,21,No,Yes,Unknown,No Coverage,Well Lit,5,40.8,No
CRM0001426,2025,1,Monday,Autumn,Afternoon (12pm-6pm),Mexico,Urban,1962,Theft,7.7,4,Male,26-35,1,0,2827.98,,At Large,Pending Trial,Police Station,9.4,10,24,No,No,No,Full Coverage,Well Lit,4,70.5,Yes
CRM0001427,2021,10,Wednesday,Spring,Morning (6am-12pm),Nigeria,Suburban,490,Assault,9.0,4,Male,26-35,4,2,19771.77,Knife,Acquitted,Closed - Unsolved,Online Portal,40.3,3,187,No,Unknown,No,No Coverage,Well Lit,2,30.9,No
CRM0001428,2021,6,Monday,Summer,Afternoon (12pm-6pm),Nigeria,Urban,781,Robbery,4.5,1,Female,18-25,0,0,688.52,,Unknown,Closed - Unsolved,Online Portal,31.7,3,4,No,No,No,Partial Coverage,No Lighting,2,37.0,No
CRM0001429,2024,2,Thursday,Autumn,Night (10pm-2am),France,Suburban,249,Domestic Violence,4.1,3,Unknown,26-35,0,0,1663.21,,At Large,Pending Trial,Emergency Call,22.7,5,260,No,No,No,Partial Coverage,Partially Lit,2,78.1,Yes
CRM0001430,2025,12,Tuesday,Winter,Late Night (2am-6am),Egypt,Suburban,387,Fraud,8.3,3,Female,56-65,1,0,416.52,Blunt Object,Acquitted,Closed - Unsolved,Police Station,11.1,4,67,Yes,Unknown,No,Full Coverage,Well Lit,0,74.8,No
CRM0001431,2023,7,Friday,Winter,Night (10pm-2am),Egypt,Suburban,363,Robbery,4.2,1,Unknown,56-65,0,0,60.0,,Under Investigation,Closed - Solved,Online Portal,19.8,10,25,No,No,No,Full Coverage,No Lighting,0,62.8,Yes
CRM0001432,2022,5,Saturday,Spring,Evening (6pm-10pm),Nigeria,Urban,1422,Robbery,6.6,3,Female,26-35,0,0,1354.13,Knife,Under Investigation,Open - Cold Case,Police Station,43.2,5,119,Yes,No,No,Partial Coverage,Partially Lit,2,35.0,No
CRM0001433,2022,6,Friday,Spring,Morning (6am-12pm),Australia,Suburban,706,Burglary,6.0,3,Unknown,26-35,0,0,1138.78,,At Large,Open - Active,Police Station,34.0,2,19,Yes,Yes,No,Partial Coverage,Partially Lit,3,54.9,No
CRM0001434,2023,4,Thursday,Autumn,Late Night (2am-6am),UK,Suburban,562,Drug Offense,6.0,2,Male,46-55,0,0,129.97,Vehicle,Unknown,Open - Cold Case,Emergency Call,19.7,3,21,Unknown,Unknown,Yes,Full Coverage,Poorly Lit,3,47.7,No
CRM0001435,2022,9,Friday,Autumn,Morning (6am-12pm),Germany,Rural,169,Theft,6.6,2,Male,Under 18,0,0,1948.16,Blunt Object,At Large,Closed - Solved,Online Portal,11.5,10,125,Yes,No,Yes,Full Coverage,Poorly Lit,1,77.8,Yes
CRM0001436,2025,10,Saturday,Autumn,Morning (6am-12pm),India,Urban,1401,Assault,5.0,1,Male,46-55,0,0,98.82,Blunt Object,Convicted,Open - Cold Case,Police Station,89.7,1,3,Unknown,Unknown,No,Partial Coverage,Poorly Lit,5,35.3,No
CRM0001437,2021,11,Saturday,,Evening (6pm-10pm),South Africa,Suburban,368,Assault,5.6,1,Female,Under 18,0,0,685.48,Unknown,Under Investigation,Open - Cold Case,Police Station,32.9,4,67,No,No,No,Full Coverage,Partially Lit,2,65.2,No
CRM0001438,2023,5,Tuesday,Autumn,Afternoon (12pm-6pm),Indonesia,Suburban,409,Drug Offense,2.9,1,Female,36-45,0,0,30.89,Unknown,Arrested,Open - Active,Online Portal,24.2,3,33,No,Yes,Yes,Full Coverage,Well Lit,5,76.0,No
CRM0001439,2024,9,Thursday,Winter,Night (10pm-2am),India,Rural,100,Theft,5.4,1,Female,46-55,0,0,279.23,Unknown,Under Investigation,Open - Cold Case,Emergency Call,17.7,2,15,Unknown,No,Unknown,Partial Coverage,Poorly Lit,1,68.6,No
CRM0001440,2025,5,Tuesday,Autumn,Evening (6pm-10pm),South Africa,Suburban,704,Murder,3.9,1,Male,46-55,0,0,9.27,Firearm,Unknown,Closed - Unsolved,Emergency Call,52.7,2,25,No,Unknown,Yes,No Coverage,Partially Lit,1,69.6,No
CRM0001441,2022,8,Friday,Winter,Afternoon (12pm-6pm),USA,Suburban,392,Burglary,6.8,1,Male,26-35,0,0,95.23,,At Large,Open - Cold Case,Police Station,40.0,1,2,Unknown,No,Yes,No Coverage,Partially Lit,5,49.7,No
CRM0001442,2025,6,Friday,Spring,Night (10pm-2am),Mexico,Urban,915,Murder,3.6,1,Female,56-65,2,0,285.51,Vehicle,Unknown,Closed - Unsolved,Emergency Call,27.0,3,57,No,No,No,Partial Coverage,Poorly Lit,1,70.1,No
CRM0001443,2025,10,Wednesday,Autumn,Night (10pm-2am),Brazil,Suburban,592,Robbery,4.5,2,Male,56-65,0,0,1091.78,Knife,Under Investigation,Open - Cold Case,Police Station,131.0,1,18,No,Yes,No,No Coverage,Well Lit,1,31.5,No
CRM0001444,2024,12,Friday,Winter,Afternoon (12pm-6pm),Pakistan,Suburban,369,Assault,7.7,2,Male,18-25,2,0,463.41,Blunt Object,At Large,Open - Active,Police Station,27.7,3,28,Yes,No,No,Partial Coverage,Partially Lit,3,51.9,No
CRM0001445,2022,11,Tuesday,Autumn,Evening (6pm-10pm),India,Rural,61,Robbery,2.3,1,Male,56-65,0,0,30.96,Firearm,Under Investigation,Closed - Unsolved,Police Station,23.8,3,6,No,,Unknown,Partial Coverage,Poorly Lit,0,73.7,No
CRM0001446,2023,9,Friday,Spring,Night (10pm-2am),South Africa,Remote,17,Robbery,3.3,1,Female,65+,0,0,46.03,Firearm,Convicted,Closed - Solved,Online Portal,26.8,1,40,Yes,No,No,No Coverage,No Lighting,1,54.0,Yes
CRM0001447,2023,4,Sunday,Summer,Evening (6pm-10pm),Brazil,Urban,3424,Theft,4.4,1,Male,36-45,0,0,57.54,Firearm,Arrested,Closed - Solved,Emergency Call,19.9,5,8,No,No,No,Full Coverage,Poorly Lit,5,68.3,Yes
CRM0001448,2022,5,Tuesday,Spring,Afternoon (12pm-6pm),Brazil,Suburban,554,Burglary,6.1,2,Male,26-35,4,0,284.87,Unknown,Arrested,Pending Trial,Emergency Call,10.7,5,42,Yes,No,No,Full Coverage,No Lighting,1,68.8,Yes
CRM0001449,2024,10,Thursday,Summer,Late Night (2am-6am),Pakistan,Urban,3554,Cybercrime,8.1,2,Male,36-45,0,0,5130.8,Unknown,At Large,Open - Active,Anonymous Tip,111.9,4,27,Yes,Unknown,No,No Coverage,Well Lit,3,22.3,No
CRM0001450,2025,10,Sunday,Winter,Night (10pm-2am),Mexico,Suburban,596,Burglary,7.9,3,Male,26-35,4,0,305.32,Chemical,At Large,Pending Trial,Online Portal,26.2,3,26,No,No,No,Partial Coverage,Well Lit,2,55.8,Yes
CRM0001451,2022,8,Wednesday,Spring,Night (10pm-2am),South Africa,Rural,68,Fraud,5.3,1,Male,56-65,0,0,38.12,Vehicle,Unknown,Open - Active,Anonymous Tip,14.2,1,12,Yes,No,Yes,Partial Coverage,Partially Lit,1,68.1,No
CRM0001452,2022,8,Sunday,Summer,Morning (6am-12pm),Nigeria,Urban,1049,Murder,9.2,2,Female,36-45,8,0,71.15,,At Large,Open - Active,Police Station,58.0,2,6,Yes,Yes,No,Partial Coverage,Partially Lit,3,30.2,No
CRM0001453,2024,8,Friday,Winter,Night (10pm-2am),UK,Rural,121,Assault,3.4,1,Unknown,26-35,0,0,16.9,,Convicted,Open - Cold Case,Police Station,40.3,1,17,Yes,No,Yes,Partial Coverage,Well Lit,1,71.7,No
CRM0001454,2023,11,Thursday,Spring,Evening (6pm-10pm),Pakistan,Suburban,720,Drug Offense,7.0,1,Unknown,46-55,3,0,4470.44,,Unknown,Closed - Solved,Police Station,14.2,5,140,No,No,Yes,Partial Coverage,Well Lit,3,54.4,Yes
CRM0001455,2021,8,Saturday,Autumn,Morning (6am-12pm),Brazil,Rural,54,Cybercrime,5.9,1,Female,65+,0,0,211.1,Firearm,Arrested,Closed - Solved,Emergency Call,3.9,4,41,No,Unknown,Yes,Full Coverage,Partially Lit,2,84.1,Yes
CRM0001456,2022,9,Sunday,Spring,Night (10pm-2am),South Africa,Urban,3151,Fraud,2.0,1,Male,26-35,0,0,22.73,,Arrested,Open - Cold Case,Emergency Call,25.1,2,5,Yes,No,Yes,Partial Coverage,Well Lit,2,77.0,No
CRM0001457,2023,9,Sunday,Summer,Afternoon (12pm-6pm),Pakistan,,1670,Theft,8.4,4,Female,46-55,8,2,10043.42,Knife,At Large,Open - Active,Police Station,26.0,6,221,No,No,Yes,Partial Coverage,Well Lit,5,31.7,No
CRM0001458,2025,3,Wednesday,Winter,Night (10pm-2am),Germany,Suburban,603,Burglary,7.8,5,Female,46-55,1,0,1171.59,Firearm,Arrested,Pending Trial,Police Station,8.7,4,155,No,No,No,Partial Coverage,Well Lit,1,28.9,Yes
CRM0001459,2025,4,Thursday,Spring,Morning (6am-12pm),Nigeria,Urban,6954,Burglary,3.6,1,Female,56-65,0,0,53.42,Knife,Under Investigation,Open - Active,Emergency Call,89.2,2,9,No,No,Yes,No Coverage,Well Lit,2,44.0,No
CRM0001460,2021,5,Tuesday,Spring,Afternoon (12pm-6pm),South Africa,Rural,45,Drug Offense,7.8,1,Female,18-25,0,0,111.01,,Arrested,Open - Cold Case,Emergency Call,13.8,4,24,No,No,Yes,Full Coverage,Poorly Lit,2,72.5,No
CRM0001461,2024,5,Wednesday,Spring,Night (10pm-2am),Nigeria,Suburban,704,Murder,5.2,1,Female,56-65,0,0,119.55,Knife,At Large,Closed - Unsolved,Emergency Call,49.0,2,10,No,No,Yes,Partial Coverage,Partially Lit,3,31.8,No
CRM0001462,2025,11,Sunday,Summer,Evening (6pm-10pm),Brazil,Remote,35,Domestic Violence,6.1,1,Male,,2,0,112.2,Unknown,Arrested,Open - Active,Police Station,30.8,2,21,No,No,Yes,No Coverage,Poorly Lit,0,64.0,No
CRM0001463,2024,9,Tuesday,Autumn,Night (10pm-2am),Mexico,Remote,14,Domestic Violence,4.0,1,Male,18-25,0,0,53.45,Vehicle,Under Investigation,Pending Trial,Online Portal,11.0,4,11,Yes,No,No,Full Coverage,Well Lit,2,81.5,Yes
CRM0001464,2024,10,Monday,Summer,Evening (6pm-10pm),India,Urban,7883,Domestic Violence,4.7,1,Female,26-35,0,0,2266.04,Unknown,Unknown,Open - Active,Community Report,197.8,2,20,No,No,Yes,No Coverage,Well Lit,2,26.2,No
CRM0001465,2023,6,Friday,Winter,Evening (6pm-10pm),South Africa,Urban,2324,Drug Offense,6.2,1,Female,26-35,0,0,111.63,,Arrested,Closed - Solved,Police Station,43.3,2,34,No,No,Yes,Partial Coverage,Well Lit,2,39.0,Yes
CRM0001466,2022,11,Saturday,Spring,Evening (6pm-10pm),Brazil,Urban,2129,Robbery,6.5,1,Female,36-45,0,0,784.32,Unknown,At Large,Open - Cold Case,Online Portal,49.8,3,107,Yes,Unknown,No,Partial Coverage,Well Lit,1,29.1,No
CRM0001467,2024,4,Wednesday,Spring,Evening (6pm-10pm),USA,Remote,26,Murder,8.0,1,Unknown,36-45,0,0,1683.76,Blunt Object,Arrested,Open - Active,Police Station,7.7,4,26,Yes,No,No,Partial Coverage,Poorly Lit,0,33.1,No
CRM0001468,2025,5,Wednesday,Summer,Afternoon (12pm-6pm),Mexico,Suburban,626,Assault,6.6,1,Male,56-65,0,1,125.23,Firearm,At Large,Pending Trial,Police Station,41.8,2,43,No,Yes,Yes,No Coverage,Partially Lit,3,41.3,Yes
CRM0001469,2023,7,Monday,Autumn,Night (10pm-2am),South Africa,Urban,1287,Drug Offense,9.0,5,Female,26-35,4,3,946.83,Knife,Under Investigation,Closed - Unsolved,Community Report,78.5,3,119,No,No,No,No Coverage,Well Lit,2,27.9,No
CRM0001470,2023,3,Friday,Winter,Morning (6am-12pm),Canada,Suburban,380,Cybercrime,4.5,1,Male,46-55,0,0,224.69,Knife,Under Investigation,Open - Cold Case,Police Station,24.0,2,55,No,Yes,No,Partial Coverage,Partially Lit,4,63.9,No
CRM0001471,2025,8,Saturday,Autumn,Late Night (2am-6am),Mexico,Urban,845,Cybercrime,6.9,1,Female,56-65,0,0,107.48,,Unknown,Open - Active,Online Portal,21.8,4,13,Unknown,No,Unknown,Full Coverage,Partially Lit,0,68.0,No
CRM0001472,2022,8,Sunday,Winter,Evening (6pm-10pm),USA,Rural,41,Theft,1.7,1,Male,26-35,0,0,76.21,,Arrested,Open - Active,Emergency Call,18.8,1,11,No,No,Unknown,Partial Coverage,Well Lit,2,81.9,No
CRM0001473,2024,6,Saturday,Autumn,Afternoon (12pm-6pm),Germany,Rural,93,Theft,2.2,1,Female,65+,0,0,20.93,Unknown,At Large,Open - Cold Case,Police Station,40.1,2,30,Yes,No,No,Partial Coverage,Partially Lit,5,68.9,No
CRM0001474,2021,4,Sunday,Spring,Afternoon (12pm-6pm),Germany,Remote,19,Drug Offense,9.3,3,Male,26-35,6,0,3050.89,,Under Investigation,Closed - Unsolved,Online Portal,41.3,2,48,No,No,Yes,No Coverage,Partially Lit,1,49.1,No
